Activity_ID,Application_ID,Product_Type,Channel,Stage,Activity_Type,Activity_Timestamp,Performed_By,Status_After_Activity,Activity_Notes,Dedupe_Flag,Dedupe_Match_Type,Existing_Record_Flag,Risk_Grade,Fraud_Flag,Exception_Flag,Bureau_Score,Employment_Verified,Income_Verified,Address_Verified,KYC_Status,UW_Decision,Escalation_Required,Underwriting_Notes,Documents_Collected_Flag,Missing_Documents_Count,PDOC_Status,PDOC_Clearance_Date,PDOC_Notes,Final_Approved_Limit,Disbursement_Date,Activation_Status,Welcome_Kit_Sent,DI_Notes,Stage_Start_Timestamp,Stage_End_Timestamp,Stage_Duration_Minutes,Total_Processing_Days,SLA_Met,Last_Modified_By,Last_Modified_Timestamp,Escalation_Notes,QA_Check_Flag
530,APP045,Other,Branch,Sourcing,Reviewed,2025-09-10 09:19,Team B,On Hold,Reviewed done for Sourcing,NA,None,No,Low,NA,Yes,421,Yes,NA,No,Rejected,Hold,NA,Notes for Sourcing,No,1,On Hold,2025-09-10 10:19,PDOC note for APP045,4698,2025-09-10 11:19,Inactive,No,DI note for APP045,2025-09-10 06:13,2025-09-10 09:19,186,2,No,Team B,2025-09-10 09:19,Escalation note for APP045,No
531,APP045,Other,Branch,Dedupe,Checked,2025-09-10 10:25,Third Party,On Hold,Checked done for Dedupe,Yes,Exact,No,High,NA,NA,821,NA,No,Yes,Pending,Decline,NA,Notes for Dedupe,No,0,Complete,2025-09-10 11:25,PDOC note for APP045,5406,2025-09-10 12:25,Active,No,DI note for APP045,2025-09-10 09:55,2025-09-10 10:25,30,4,Yes,Team B,2025-09-10 10:25,Escalation note for APP045,No
532,APP045,Other,Branch,Dedupe,Flagged,2025-09-10 13:22,Team B,Pending,Flagged done for Dedupe,No,Exact,Yes,Medium,Yes,NA,706,No,Yes,Yes,Rejected,Decline,NA,Notes for Dedupe,Yes,3,Rejected,2025-09-10 14:22,PDOC note for APP045,5359,2025-09-10 15:22,Inactive,NA,DI note for APP045,2025-09-10 11:25,2025-09-10 13:22,117,4,No,Team B,2025-09-10 13:22,Escalation note for APP045,Yes
533,APP045,Other,Branch,Underwriting,Verified Documents,2025-09-10 16:33,Team A,Complete,Verified Documents done for Underwriting,No,None,Yes,Low,No,Yes,622,No,NA,No,Pending,Hold,No,Notes for Underwriting,Yes,2,Escalated,2025-09-10 17:33,PDOC note for APP045,7492,2025-09-10 18:33,Active,Yes,DI note for APP045,2025-09-10 13:41,2025-09-10 16:33,172,2,No,Team B,2025-09-10 16:33,Escalation note for APP045,No
534,APP045,Other,Branch,Underwriting,Decision,2025-09-10 18:09,Team A,Approved,Decision done for Underwriting,NA,Partial,Yes,Low,NA,NA,436,No,No,No,Rejected,Approve,NA,Notes for Underwriting,NA,3,Rejected,2025-09-10 19:09,PDOC note for APP045,9223,2025-09-10 20:09,Active,NA,DI note for APP045,2025-09-10 16:47,2025-09-10 18:09,82,1,Yes,System,2025-09-10 18:09,Escalation note for APP045,Yes
535,APP045,Other,Branch,Underwriting,Escalated,2025-09-10 19:15,Auto,Complete,Escalated done for Underwriting,NA,Exact,No,High,No,Yes,421,No,No,Yes,Cleared,Decline,No,Notes for Underwriting,No,2,On Hold,2025-09-10 20:15,PDOC note for APP045,8592,2025-09-10 21:15,Inactive,NA,DI note for APP045,2025-09-10 19:00,2025-09-10 19:15,15,10,Yes,System,2025-09-10 19:15,Escalation note for APP045,Yes
536,APP045,Other,Branch,PDOC,Documents Collected,2025-09-10 22:12,Third Party,Pending,Documents Collected done for PDOC,NA,None,NA,Low,NA,Yes,839,No,Yes,No,Rejected,Approve,NA,Notes for PDOC,No,2,Rejected,2025-09-10 23:12,PDOC note for APP045,1036,2025-09-11 00:12,Active,No,DI note for APP045,2025-09-10 19:34,2025-09-10 22:12,158,9,Yes,Team B,2025-09-10 22:12,Escalation note for APP045,No
537,APP045,Other,Branch,PDOC,PDOC Reviewed,2025-09-11 00:58,Auto,Complete,PDOC Reviewed done for PDOC,No,Exact,NA,Medium,No,No,702,No,NA,No,Pending,Hold,Yes,Notes for PDOC,Yes,2,Complete,2025-09-11 01:58,PDOC note for APP045,9758,2025-09-11 02:58,Active,NA,DI note for APP045,2025-09-10 22:45,2025-09-11 00:58,133,2,No,Team B,2025-09-11 00:58,Escalation note for APP045,No
538,APP045,Other,Branch,DI,Disbursed,2025-09-11 02:28,Team A,Pending,Disbursed done for DI,No,Exact,Yes,Low,Yes,NA,762,No,NA,No,Pending,Hold,Yes,Notes for DI,No,3,Approved,2025-09-11 03:28,PDOC note for APP045,7854,2025-09-11 04:28,Active,Yes,DI note for APP045,2025-09-11 01:48,2025-09-11 02:28,40,4,No,System,2025-09-11 02:28,Escalation note for APP045,Yes
539,APP045,Other,Branch,DI,Activated,2025-09-11 06:22,Team A,Approved,Activated done for DI,NA,Partial,No,Medium,No,Yes,839,No,Yes,No,Rejected,Decline,No,Notes for DI,Yes,0,Approved,2025-09-11 07:22,PDOC note for APP045,1871,2025-09-11 08:22,Inactive,No,DI note for APP045,2025-09-11 02:56,2025-09-11 06:22,206,4,No,Team B,2025-09-11 06:22,Escalation note for APP045,Yes
540,APP045,Other,Branch,DI,Welcome Kit Sent,2025-09-11 08:25,Third Party,Approved,Welcome Kit Sent done for DI,No,Partial,No,Low,NA,NA,784,NA,No,No,Cleared,Decline,No,Notes for DI,Yes,3,Escalated,2025-09-11 09:25,PDOC note for APP045,1767,2025-09-11 10:25,Active,Yes,DI note for APP045,2025-09-11 07:18,2025-09-11 08:25,67,8,Yes,Team B,2025-09-11 08:25,Escalation note for APP045,No
541,APP046,Credit Card,Online,Sourcing,Submitted,2025-09-07 02:57,Third Party,Pending,Submitted done for Sourcing,NA,Exact,Yes,Low,No,No,555,Yes,NA,No,Pending,Hold,Yes,Notes for Sourcing,NA,0,On Hold,2025-09-07 03:57,PDOC note for APP046,8620,2025-09-07 04:57,Active,Yes,DI note for APP046,2025-09-07 01:00,2025-09-07 02:57,117,1,Yes,Team A,2025-09-07 02:57,Escalation note for APP046,No
542,APP046,Credit Card,Online,Sourcing,Reviewed,2025-09-07 05:25,Auto,Escalated,Reviewed done for Sourcing,Yes,None,Yes,Low,Yes,Yes,494,Yes,NA,NA,Rejected,Approve,NA,Notes for Sourcing,Yes,2,Pending,2025-09-07 06:25,PDOC note for APP046,6259,2025-09-07 07:25,Active,NA,DI note for APP046,2025-09-07 03:19,2025-09-07 05:25,126,2,No,Team A,2025-09-07 05:25,Escalation note for APP046,Yes
543,APP046,Credit Card,Online,Dedupe,Checked,2025-09-07 09:00,Third Party,Complete,Checked done for Dedupe,No,Partial,No,Low,NA,NA,349,No,NA,Yes,Rejected,Approve,Yes,Notes for Dedupe,Yes,1,Rejected,2025-09-07 10:00,PDOC note for APP046,1330,2025-09-07 11:00,Inactive,Yes,DI note for APP046,2025-09-07 06:23,2025-09-07 09:00,157,8,Yes,Team A,2025-09-07 09:00,Escalation note for APP046,Yes
544,APP046,Credit Card,Online,Dedupe,Flagged,2025-09-07 10:18,Third Party,Pending,Flagged done for Dedupe,NA,Exact,NA,High,Yes,Yes,793,Yes,No,NA,Rejected,Hold,NA,Notes for Dedupe,No,0,On Hold,2025-09-07 11:18,PDOC note for APP046,4357,2025-09-07 12:18,Active,No,DI note for APP046,2025-09-07 09:30,2025-09-07 10:18,48,9,No,Team A,2025-09-07 10:18,Escalation note for APP046,No
545,APP046,Credit Card,Online,Underwriting,Verified Documents,2025-09-07 10:59,Team A,Escalated,Verified Documents done for Underwriting,No,Partial,NA,Medium,NA,NA,507,NA,NA,Yes,Pending,Decline,NA,Notes for Underwriting,No,3,Rejected,2025-09-07 11:59,PDOC note for APP046,9961,2025-09-07 12:59,Active,No,DI note for APP046,2025-09-07 10:42,2025-09-07 10:59,17,1,Yes,System,2025-09-07 10:59,Escalation note for APP046,No
546,APP046,Credit Card,Online,Underwriting,Decision,2025-09-07 15:41,Team A,Pending,Decision done for Underwriting,No,None,NA,Low,NA,NA,692,No,Yes,NA,Rejected,Decline,Yes,Notes for Underwriting,No,2,On Hold,2025-09-07 16:41,PDOC note for APP046,2875,2025-09-07 17:41,Inactive,No,DI note for APP046,2025-09-07 11:47,2025-09-07 15:41,234,8,No,Team B,2025-09-07 15:41,Escalation note for APP046,No
547,APP046,Credit Card,Online,Underwriting,Escalated,2025-09-07 16:58,System,Complete,Escalated done for Underwriting,No,None,No,High,No,No,495,NA,No,NA,Pending,Decline,No,Notes for Underwriting,NA,0,Escalated,2025-09-07 17:58,PDOC note for APP046,4402,2025-09-07 18:58,Inactive,Yes,DI note for APP046,2025-09-07 16:23,2025-09-07 16:58,35,2,Yes,Team A,2025-09-07 16:58,Escalation note for APP046,Yes
548,APP046,Credit Card,Online,PDOC,Documents Collected,2025-09-07 19:58,Third Party,Escalated,Documents Collected done for PDOC,Yes,Exact,NA,Low,NA,No,759,No,Yes,NA,Rejected,Decline,NA,Notes for PDOC,No,3,Complete,2025-09-07 20:58,PDOC note for APP046,3847,2025-09-07 21:58,Active,No,DI note for APP046,2025-09-07 17:11,2025-09-07 19:58,167,9,No,Team B,2025-09-07 19:58,Escalation note for APP046,No
549,APP046,Credit Card,Online,PDOC,PDOC Reviewed,2025-09-07 22:29,System,Pending,PDOC Reviewed done for PDOC,Yes,None,Yes,Low,NA,NA,796,Yes,No,No,Pending,Approve,No,Notes for PDOC,NA,0,Approved,2025-09-07 23:29,PDOC note for APP046,2805,2025-09-08 00:29,Active,No,DI note for APP046,2025-09-07 20:58,2025-09-07 22:29,91,8,Yes,System,2025-09-07 22:29,Escalation note for APP046,No
550,APP046,Credit Card,Online,DI,Disbursed,2025-09-08 01:46,Team B,Pending,Disbursed done for DI,No,None,No,High,NA,NA,854,NA,No,Yes,Rejected,Approve,NA,Notes for DI,Yes,1,Approved,2025-09-08 02:46,PDOC note for APP046,8107,2025-09-08 03:46,Active,No,DI note for APP046,2025-09-07 23:27,2025-09-08 01:46,139,5,No,Team A,2025-09-08 01:46,Escalation note for APP046,Yes
551,APP046,Credit Card,Online,DI,Activated,2025-09-08 05:57,Team A,Approved,Activated done for DI,NA,Partial,Yes,High,Yes,No,517,No,No,NA,Cleared,Hold,NA,Notes for DI,No,0,On Hold,2025-09-08 06:57,PDOC note for APP046,7502,2025-09-08 07:57,Active,Yes,DI note for APP046,2025-09-08 02:41,2025-09-08 05:57,196,9,No,System,2025-09-08 05:57,Escalation note for APP046,No
552,APP046,Credit Card,Online,DI,Welcome Kit Sent,2025-09-08 09:59,Third Party,Approved,Welcome Kit Sent done for DI,No,Partial,NA,Low,NA,Yes,707,Yes,No,NA,Cleared,Decline,NA,Notes for DI,No,0,Pending,2025-09-08 10:59,PDOC note for APP046,2211,2025-09-08 11:59,Active,NA,DI note for APP046,2025-09-08 06:45,2025-09-08 09:59,194,7,Yes,Team B,2025-09-08 09:59,Escalation note for APP046,Yes
553,APP047,Credit Card,TeleSales,Sourcing,Submitted,2025-09-02 05:45,Team A,Approved,Submitted done for Sourcing,Yes,None,Yes,Medium,No,Yes,423,No,NA,No,Cleared,Decline,NA,Notes for Sourcing,No,1,Pending,2025-09-02 06:45,PDOC note for APP047,4993,2025-09-02 07:45,Inactive,No,DI note for APP047,2025-09-02 04:00,2025-09-02 05:45,105,9,No,Team A,2025-09-02 05:45,Escalation note for APP047,No
554,APP047,Credit Card,TeleSales,Sourcing,Reviewed,2025-09-02 08:16,Team A,Pending,Reviewed done for Sourcing,No,Exact,NA,Low,No,Yes,538,Yes,NA,NA,Rejected,Hold,NA,Notes for Sourcing,No,0,On Hold,2025-09-02 09:16,PDOC note for APP047,3706,2025-09-02 10:16,Active,Yes,DI note for APP047,2025-09-02 06:25,2025-09-02 08:16,111,6,No,Team A,2025-09-02 08:16,Escalation note for APP047,No
555,APP047,Credit Card,TeleSales,Dedupe,Checked,2025-09-02 10:43,System,Rejected,Checked done for Dedupe,No,Partial,Yes,High,No,Yes,401,No,NA,No,Rejected,Decline,NA,Notes for Dedupe,No,0,On Hold,2025-09-02 11:43,PDOC note for APP047,3330,2025-09-02 12:43,Active,NA,DI note for APP047,2025-09-02 08:53,2025-09-02 10:43,110,2,No,Team A,2025-09-02 10:43,Escalation note for APP047,No
556,APP047,Credit Card,TeleSales,Dedupe,Flagged,2025-09-02 13:16,Team A,On Hold,Flagged done for Dedupe,No,Partial,Yes,Low,No,NA,604,Yes,NA,Yes,Cleared,Decline,No,Notes for Dedupe,No,1,Rejected,2025-09-02 14:16,PDOC note for APP047,2713,2025-09-02 15:16,Active,Yes,DI note for APP047,2025-09-02 11:19,2025-09-02 13:16,117,7,Yes,System,2025-09-02 13:16,Escalation note for APP047,Yes
557,APP047,Credit Card,TeleSales,Underwriting,Verified Documents,2025-09-02 14:07,Team B,Rejected,Verified Documents done for Underwriting,NA,None,Yes,Low,Yes,No,631,No,No,NA,Rejected,Approve,No,Notes for Underwriting,No,3,Pending,2025-09-02 15:07,PDOC note for APP047,9048,2025-09-02 16:07,Active,Yes,DI note for APP047,2025-09-02 13:56,2025-09-02 14:07,11,7,Yes,Team B,2025-09-02 14:07,Escalation note for APP047,No
558,APP047,Credit Card,TeleSales,Underwriting,Decision,2025-09-02 15:34,System,On Hold,Decision done for Underwriting,Yes,Exact,NA,Low,No,Yes,839,Yes,Yes,NA,Rejected,Hold,NA,Notes for Underwriting,NA,2,Rejected,2025-09-02 16:34,PDOC note for APP047,8321,2025-09-02 17:34,Active,No,DI note for APP047,2025-09-02 14:50,2025-09-02 15:34,44,1,No,System,2025-09-02 15:34,Escalation note for APP047,Yes
559,APP047,Credit Card,TeleSales,Underwriting,Escalated,2025-09-02 17:07,Team A,Escalated,Escalated done for Underwriting,Yes,None,NA,High,No,NA,732,No,No,No,Rejected,Approve,Yes,Notes for Underwriting,Yes,2,Rejected,2025-09-02 18:07,PDOC note for APP047,6007,2025-09-02 19:07,Inactive,Yes,DI note for APP047,2025-09-02 16:09,2025-09-02 17:07,58,10,Yes,Team B,2025-09-02 17:07,Escalation note for APP047,No
560,APP047,Credit Card,TeleSales,PDOC,Documents Collected,2025-09-02 18:50,Third Party,Pending,Documents Collected done for PDOC,Yes,None,NA,High,No,No,711,No,NA,No,Pending,Hold,NA,Notes for PDOC,NA,1,Approved,2025-09-02 19:50,PDOC note for APP047,4623,2025-09-02 20:50,Inactive,No,DI note for APP047,2025-09-02 17:34,2025-09-02 18:50,76,4,No,System,2025-09-02 18:50,Escalation note for APP047,Yes
561,APP047,Credit Card,TeleSales,PDOC,PDOC Reviewed,2025-09-02 22:56,Team A,Escalated,PDOC Reviewed done for PDOC,NA,None,No,Low,Yes,Yes,671,Yes,No,NA,Pending,Approve,Yes,Notes for PDOC,NA,0,Pending,2025-09-02 23:56,PDOC note for APP047,6977,2025-09-03 00:56,Active,NA,DI note for APP047,2025-09-02 19:38,2025-09-02 22:56,198,6,Yes,System,2025-09-02 22:56,Escalation note for APP047,Yes
562,APP047,Credit Card,TeleSales,DI,Disbursed,2025-09-03 00:09,Third Party,Approved,Disbursed done for DI,Yes,Partial,No,High,No,No,377,Yes,NA,Yes,Cleared,Hold,No,Notes for DI,No,2,Rejected,2025-09-03 01:09,PDOC note for APP047,5134,2025-09-03 02:09,Inactive,No,DI note for APP047,2025-09-02 23:37,2025-09-03 00:09,32,3,No,System,2025-09-03 00:09,Escalation note for APP047,No
563,APP047,Credit Card,TeleSales,DI,Activated,2025-09-03 03:06,Auto,On Hold,Activated done for DI,Yes,None,Yes,Medium,No,NA,536,No,NA,Yes,Cleared,Decline,No,Notes for DI,NA,2,On Hold,2025-09-03 04:06,PDOC note for APP047,7649,2025-09-03 05:06,Active,No,DI note for APP047,2025-09-03 01:01,2025-09-03 03:06,125,7,No,System,2025-09-03 03:06,Escalation note for APP047,No
564,APP047,Credit Card,TeleSales,DI,Welcome Kit Sent,2025-09-03 06:49,Auto,On Hold,Welcome Kit Sent done for DI,Yes,None,No,Low,NA,Yes,674,No,Yes,No,Cleared,Hold,NA,Notes for DI,NA,2,On Hold,2025-09-03 07:49,PDOC note for APP047,3732,2025-09-03 08:49,Active,No,DI note for APP047,2025-09-03 03:16,2025-09-03 06:49,213,8,No,Team A,2025-09-03 06:49,Escalation note for APP047,Yes
565,APP048,Credit Card,Branch,Sourcing,Submitted,2025-09-05 04:40,Third Party,Escalated,Submitted done for Sourcing,Yes,None,Yes,Low,No,NA,510,Yes,Yes,No,Pending,Decline,NA,Notes for Sourcing,NA,1,On Hold,2025-09-05 05:40,PDOC note for APP048,9593,2025-09-05 06:40,Inactive,No,DI note for APP048,2025-09-05 01:00,2025-09-05 04:40,220,5,Yes,Team B,2025-09-05 04:40,Escalation note for APP048,No
566,APP048,Credit Card,Branch,Sourcing,Reviewed,2025-09-05 07:45,System,Approved,Reviewed done for Sourcing,NA,Partial,Yes,High,No,NA,727,No,Yes,No,Pending,Approve,NA,Notes for Sourcing,Yes,0,Escalated,2025-09-05 08:45,PDOC note for APP048,6659,2025-09-05 09:45,Inactive,No,DI note for APP048,2025-09-05 05:20,2025-09-05 07:45,145,8,Yes,System,2025-09-05 07:45,Escalation note for APP048,Yes
567,APP048,Credit Card,Branch,Dedupe,Checked,2025-09-05 09:55,Team B,Rejected,Checked done for Dedupe,No,Partial,NA,Low,NA,No,859,NA,No,No,Cleared,Hold,No,Notes for Dedupe,Yes,1,On Hold,2025-09-05 10:55,PDOC note for APP048,4833,2025-09-05 11:55,Inactive,Yes,DI note for APP048,2025-09-05 08:20,2025-09-05 09:55,95,8,Yes,System,2025-09-05 09:55,Escalation note for APP048,Yes
568,APP048,Credit Card,Branch,Dedupe,Flagged,2025-09-05 11:30,System,Rejected,Flagged done for Dedupe,NA,Partial,Yes,Low,NA,NA,550,No,Yes,No,Rejected,Hold,Yes,Notes for Dedupe,No,2,Pending,2025-09-05 12:30,PDOC note for APP048,6196,2025-09-05 13:30,Active,NA,DI note for APP048,2025-09-05 10:23,2025-09-05 11:30,67,4,Yes,System,2025-09-05 11:30,Escalation note for APP048,Yes
569,APP048,Credit Card,Branch,Underwriting,Verified Documents,2025-09-05 15:47,Auto,Approved,Verified Documents done for Underwriting,No,Partial,No,Low,No,No,799,Yes,NA,NA,Pending,Decline,No,Notes for Underwriting,No,1,Complete,2025-09-05 16:47,PDOC note for APP048,4048,2025-09-05 17:47,Inactive,Yes,DI note for APP048,2025-09-05 11:56,2025-09-05 15:47,231,9,Yes,Team A,2025-09-05 15:47,Escalation note for APP048,No
570,APP048,Credit Card,Branch,Underwriting,Decision,2025-09-05 18:15,Team B,Approved,Decision done for Underwriting,NA,None,NA,High,NA,Yes,617,No,NA,Yes,Cleared,Decline,No,Notes for Underwriting,No,1,Approved,2025-09-05 19:15,PDOC note for APP048,4194,2025-09-05 20:15,Inactive,Yes,DI note for APP048,2025-09-05 16:07,2025-09-05 18:15,128,10,No,Team B,2025-09-05 18:15,Escalation note for APP048,No
571,APP048,Credit Card,Branch,Underwriting,Escalated,2025-09-05 21:35,Team A,Pending,Escalated done for Underwriting,NA,Exact,Yes,High,Yes,Yes,900,Yes,No,Yes,Pending,Hold,No,Notes for Underwriting,No,3,Complete,2025-09-05 22:35,PDOC note for APP048,4005,2025-09-05 23:35,Inactive,Yes,DI note for APP048,2025-09-05 18:46,2025-09-05 21:35,169,3,Yes,System,2025-09-05 21:35,Escalation note for APP048,Yes
572,APP048,Credit Card,Branch,PDOC,Documents Collected,2025-09-05 23:56,Team B,Pending,Documents Collected done for PDOC,NA,Partial,No,Low,No,No,418,No,NA,NA,Rejected,Decline,Yes,Notes for PDOC,NA,1,On Hold,2025-09-06 00:56,PDOC note for APP048,2575,2025-09-06 01:56,Inactive,Yes,DI note for APP048,2025-09-05 21:54,2025-09-05 23:56,122,2,Yes,Team B,2025-09-05 23:56,Escalation note for APP048,No
573,APP048,Credit Card,Branch,PDOC,PDOC Reviewed,2025-09-06 04:01,Third Party,Approved,PDOC Reviewed done for PDOC,No,Partial,No,High,NA,Yes,427,NA,Yes,Yes,Rejected,Decline,NA,Notes for PDOC,Yes,2,Approved,2025-09-06 05:01,PDOC note for APP048,7273,2025-09-06 06:01,Active,NA,DI note for APP048,2025-09-06 00:16,2025-09-06 04:01,225,7,Yes,System,2025-09-06 04:01,Escalation note for APP048,No
574,APP048,Credit Card,Branch,DI,Disbursed,2025-09-06 07:59,System,Escalated,Disbursed done for DI,No,Exact,Yes,High,NA,No,704,NA,NA,NA,Pending,Approve,No,Notes for DI,NA,3,Escalated,2025-09-06 08:59,PDOC note for APP048,2422,2025-09-06 09:59,Inactive,Yes,DI note for APP048,2025-09-06 04:40,2025-09-06 07:59,199,4,Yes,Team A,2025-09-06 07:59,Escalation note for APP048,Yes
575,APP048,Credit Card,Branch,DI,Activated,2025-09-06 12:13,Team B,On Hold,Activated done for DI,NA,None,Yes,Medium,NA,NA,509,Yes,No,No,Cleared,Decline,Yes,Notes for DI,NA,2,Rejected,2025-09-06 13:13,PDOC note for APP048,8208,2025-09-06 14:13,Inactive,NA,DI note for APP048,2025-09-06 08:13,2025-09-06 12:13,240,3,No,System,2025-09-06 12:13,Escalation note for APP048,Yes
576,APP048,Credit Card,Branch,DI,Welcome Kit Sent,2025-09-06 14:39,Team A,Approved,Welcome Kit Sent done for DI,No,Exact,Yes,Low,NA,NA,642,Yes,NA,Yes,Pending,Approve,Yes,Notes for DI,NA,0,Complete,2025-09-06 15:39,PDOC note for APP048,1559,2025-09-06 16:39,Inactive,NA,DI note for APP048,2025-09-06 13:02,2025-09-06 14:39,97,2,Yes,System,2025-09-06 14:39,Escalation note for APP048,No
577,APP049,Credit Card,TeleSales,Sourcing,Submitted,2025-09-05 04:47,Third Party,Approved,Submitted done for Sourcing,Yes,None,Yes,Low,Yes,No,714,No,No,Yes,Rejected,Hold,No,Notes for Sourcing,Yes,3,Approved,2025-09-05 05:47,PDOC note for APP049,7598,2025-09-05 06:47,Active,No,DI note for APP049,2025-09-05 02:00,2025-09-05 04:47,167,8,Yes,System,2025-09-05 04:47,Escalation note for APP049,Yes
578,APP049,Credit Card,TeleSales,Sourcing,Reviewed,2025-09-05 08:29,System,On Hold,Reviewed done for Sourcing,NA,None,Yes,Medium,Yes,No,819,Yes,Yes,Yes,Pending,Decline,NA,Notes for Sourcing,Yes,0,Rejected,2025-09-05 09:29,PDOC note for APP049,1323,2025-09-05 10:29,Active,Yes,DI note for APP049,2025-09-05 04:55,2025-09-05 08:29,214,5,Yes,Team A,2025-09-05 08:29,Escalation note for APP049,No
579,APP049,Credit Card,TeleSales,Dedupe,Checked,2025-09-05 09:21,Team B,Approved,Checked done for Dedupe,Yes,Exact,NA,Low,NA,Yes,750,Yes,Yes,No,Pending,Decline,No,Notes for Dedupe,No,2,Rejected,2025-09-05 10:21,PDOC note for APP049,6662,2025-09-05 11:21,Active,NA,DI note for APP049,2025-09-05 08:44,2025-09-05 09:21,37,1,Yes,System,2025-09-05 09:21,Escalation note for APP049,Yes
580,APP049,Credit Card,TeleSales,Dedupe,Flagged,2025-09-05 12:42,Team A,Approved,Flagged done for Dedupe,Yes,Exact,NA,Low,No,Yes,778,Yes,No,No,Pending,Decline,No,Notes for Dedupe,No,1,Approved,2025-09-05 13:42,PDOC note for APP049,1639,2025-09-05 14:42,Active,NA,DI note for APP049,2025-09-05 09:27,2025-09-05 12:42,195,9,No,System,2025-09-05 12:42,Escalation note for APP049,No
581,APP049,Credit Card,TeleSales,Underwriting,Verified Documents,2025-09-05 14:50,Third Party,Pending,Verified Documents done for Underwriting,No,Exact,Yes,Low,NA,No,813,NA,No,No,Cleared,Approve,Yes,Notes for Underwriting,No,1,Complete,2025-09-05 15:50,PDOC note for APP049,5095,2025-09-05 16:50,Active,No,DI note for APP049,2025-09-05 13:26,2025-09-05 14:50,84,3,Yes,Team A,2025-09-05 14:50,Escalation note for APP049,Yes
582,APP049,Credit Card,TeleSales,Underwriting,Decision,2025-09-05 16:47,Team A,Pending,Decision done for Underwriting,Yes,Exact,Yes,Low,No,NA,744,Yes,No,No,Pending,Decline,NA,Notes for Underwriting,No,1,Approved,2025-09-05 17:47,PDOC note for APP049,8875,2025-09-05 18:47,Inactive,No,DI note for APP049,2025-09-05 15:00,2025-09-05 16:47,107,9,No,Team B,2025-09-05 16:47,Escalation note for APP049,No
583,APP049,Credit Card,TeleSales,Underwriting,Escalated,2025-09-05 21:17,Auto,Escalated,Escalated done for Underwriting,NA,Partial,Yes,High,NA,Yes,620,No,Yes,NA,Cleared,Hold,Yes,Notes for Underwriting,NA,0,On Hold,2025-09-05 22:17,PDOC note for APP049,9430,2025-09-05 23:17,Active,Yes,DI note for APP049,2025-09-05 17:36,2025-09-05 21:17,221,8,Yes,System,2025-09-05 21:17,Escalation note for APP049,Yes
584,APP049,Credit Card,TeleSales,PDOC,Documents Collected,2025-09-05 22:48,Team A,Approved,Documents Collected done for PDOC,NA,Exact,NA,Low,No,Yes,881,NA,Yes,NA,Pending,Approve,No,Notes for PDOC,No,2,Complete,2025-09-05 23:48,PDOC note for APP049,5180,2025-09-06 00:48,Active,Yes,DI note for APP049,2025-09-05 21:22,2025-09-05 22:48,86,6,No,System,2025-09-05 22:48,Escalation note for APP049,Yes
585,APP049,Credit Card,TeleSales,PDOC,PDOC Reviewed,2025-09-05 23:59,System,Approved,PDOC Reviewed done for PDOC,Yes,Partial,Yes,High,NA,Yes,481,No,Yes,Yes,Pending,Approve,No,Notes for PDOC,Yes,3,Rejected,2025-09-06 00:59,PDOC note for APP049,5775,2025-09-06 01:59,Inactive,No,DI note for APP049,2025-09-05 23:04,2025-09-05 23:59,55,10,Yes,System,2025-09-05 23:59,Escalation note for APP049,No
